"season","pageIDs201415","teamName","teamShortName","homeAway","oppName","pointsTotal","oppPointsTotal","pointsMargin","fieldGoalsMade","fieldGoalsAtt","fieldGoalsPct","threesMade","threesAtt","threesPct","freeThrowsMade","freeThrowsAtt","freeThrowsPct","reboundsDef","reboundsOff","reboundsTotal","assists","turnovers","steals","blocks","blocksReceived","foulsPersonal","foulsOn","pointsFromTurnovers","pointsSecondChance","pointsFastBreak","pointsBench","pointsInThePaint"
"2014 / 2015",64584,"West Coast","West Coast","Away","Dandenong","80",87,-7,"26","63","41.3","11","32","34.4","17","23","73.9","28","8","36","17","15","2","1","0","18","20","2","7","0","21","22"
"2014 / 2015",64585,"Sydney Uni","Sydney Uni","Home","Bendigo","83",95,-12,"31","70","44.3","12","22","54.5","9","12","75","19","10","29","22","12","3","2","5","21","13","7","8","0","16","24"
"2014 / 2015",64585,"Bendigo","Bendigo","Away","Sydney Uni","95",83,12,"35","67","52.2","3","16","18.8","22","28","78.6","29","12","41","20","8","5","5","2","13","21","16","9","0","24","50"
"2014 / 2015",64586,"Melbourne","Melbourne","Home","Townsville","69",88,-19,"27","66","40.9","11","22","50","4","6","66.7","23","4","27","10","18","4","4","4","19","15","20","2","2","7","16"
"2014 / 2015",64586,"Townsville","Townsville","Away","Melbourne","88",69,19,"35","72","48.6","3","9","33.3","15","19","78.9","33","13","46","11","17","7","4","4","15","19","19","6","12","19","40"
"2014 / 2015",64587,"Adelaide","Adelaide","Home","West Coast","71",58,13,"27","65","41.5","6","18","33.3","11","20","55","23","8","31","19","12","10","1","1","15","18","21","6","0","19","32"
"2014 / 2015",64587,"West Coast","West Coast","Away","Adelaide","58",71,-13,"23","61","37.7","3","22","13.6","9","14","64.3","26","9","35","6","17","5","1","1","18","15","10","6","2","19","30"
"2014 / 2015",64588,"Bendigo","Bendigo","Home","Townsville","66",55,11,"23","55","41.8","5","16","31.3","15","17","88.2","26","8","34","14","23","10","0","3","13","21","4","6","2","17","28"
"2014 / 2015",64588,"Townsville","Townsville","Away","Bendigo","55",66,-11,"20","62","32.3","4","16","25","11","15","73.3","22","8","30","10","17","14","3","0","21","13","14","2","2","8","20"
"2014 / 2015",64589,"Adelaide","Adelaide","Home","Sydney Uni","72",60,12,"25","56","44.6","5","12","41.7","17","30","56.7","34","10","44","17","23","6","3","3","21","24","13","8","0","26","40"
"2014 / 2015",64589,"Sydney Uni","Sydney Uni","Away","Adelaide","60",72,-12,"21","71","29.6","3","20","15","15","21","71.4","20","12","32","15","12","10","3","3","24","21","21","2","0","28","28"
"2014 / 2015",64590,"Townsville","Fire","Home","UC Capitals","94",67,27,"33","58","56.9","9","19","47.4","19","23","82.6","32","7","39","20","17","3","4","0","16","22","12","11","0","14","44"
"2014 / 2015",64590,"UC Capitals","Capitals","Away","Townsville","67",94,-27,"25","69","36.2","6","25","24","11","14","78.6","18","10","28","13","12","8","0","4","22","15","7","5","0","9","26"
"2014 / 2015",64591,"Melbourne","Melbourne","Home","Dandenong","88",76,12,"33","69","47.8","9","14","64.3","13","14","92.9","26","12","38","17","16","7","4","2","15","15","16","8","2","20","38"
"2014 / 2015",64591,"Dandenong","Dandenong","Away","Melbourne","76",88,-12,"30","69","43.5","6","16","37.5","10","14","71.4","20","11","31","16","16","14","2","4","15","15","11","9","2","6","26"
"2014 / 2015",64592,"West Coast","West Coast","Home","Sydney Uni","85",93,-8,"33","69","47.8","8","17","47.1","11","16","157.1","22","8","30","22","11","1","5","6","28","17","10","7","0","46","50"
"2014 / 2015",64592,"Sydney Uni","Sydney Uni","Away","West Coast","93",85,8,"30","63","47.6","8","15","53.3","25","31","80.6","24","12","36","16","12","6","6","5","17","28","13","9","2","21","32"
"2014 / 2015",64593,"Bendigo","Bendigo","Home","Melbourne","89",84,5,"33","81","40.7","4","14","28.6","19","23","82.6","25","12","37","17","12","11","2","5","22","22","22","9","4","10","48"
"2014 / 2015",64593,"Melbourne","Melbourne","Away","Bendigo","84",89,-5,"30","65","46.2","8","19","42.1","16","23","69.6","34","10","44","17","23","7","5","2","22","22","6","12","2","37","34"
"2014 / 2015",64594,"UC Capitals","UC Capitals","Home","Bendigo","85",75,10,"26","56","46.4","7","14","50","26","33","78.8","24","10","34","17","11","5","3","6","16","24","11","7","2","14","22"
"2014 / 2015",64594,"Bendigo","Bendigo","Away","UC Capitals","75",85,-10,"29","60","48.3","6","17","35.3","11","14","78.6","20","2","22","16","11","3","6","3","24","16","15","5","2","12","36"
"2014 / 2015",64595,"Adelaide","Adelaide","Home","Dandenong","89",71,18,"33","69","47.8","6","21","28.6","17","23","73.9","22","13","35","25","14","9","3","1","16","20","17","12","2","17","46"
"2014 / 2015",64595,"Dandenong","Dandenong","Away","Adelaide","71",89,-18,"31","73","42.5","1","12","8.3","8","13","61.5","21","18","39","9","16","5","1","3","22","16","8","14","0","14","40"
"2014 / 2015",64596,"West Coast","West Coast","Home","Melbourne","61",64,-3,"24","62","38.7","1","11","9.1","12","14","85.7","17","11","28","12","18","7","6","2","14","19","12","11","6","26","36"
"2014 / 2015",64596,"Melbourne","Melbourne","Away","West Coast","64",61,3,"26","60","43.3","6","18","33.3","6","8","75","23","11","34","15","19","7","2","6","20","14","19","6","0","16","24"
"2014 / 2015",64597,"Sydney Uni","Sydney Uni","Home","Townsville","82",80,2,"33","68","48.5","10","20","50","6","8","75","25","9","34","23","17","11","4","9","19","13","15","9","0","22","28"
"2014 / 2015",64597,"Townsville","Townsville","Away","Sydney Uni","80",82,-2,"29","70","41.4","9","20","45","13","14","92.9","22","13","35","15","18","7","9","4","13","18","11","8","0","18","26"
"2014 / 2015",64598,"Dandenong","Dandenong","Home","Townsville","77",80,-3,"34","84","40.5","2","18","11.1","7","8","87.5","37","11","48","16","13","3","8","4","21","11","8","8","6","10","34"
"2014 / 2015",64598,"Townsville","Townsville","Away","Dandenong","80",77,3,"28","86","32.6","4","22","18.2","20","22","90.9","37","18","55","14","14","6","4","8","11","21","11","10","4","6","38"
