"season","pageIDs201516","teamName","teamShortName","homeAway","oppName","pointsTotal","oppPointsTotal","pointsMargin","fieldGoalsMade","fieldGoalsAtt","fieldGoalsPct","threesMade","threesAtt","threesPct","freeThrowsMade","freeThrowsAtt","freeThrowsPct","reboundsDef","reboundsOff","reboundsTotal","assists","turnovers","steals","blocks","blocksReceived","foulsPersonal","foulsOn","pointsFromTurnovers","pointsSecondChance","pointsFastBreak","pointsBench","pointsInThePaint"
"2015 / 2016",137244,"Sydney Uni Flames","Flames","Home","UC Capitals","68",45,23,"26","61","42","7","17","41","9","12","75","29","14","43","16","16","5","7","2","14","17","12","11","0","18","28"
"2015 / 2016",137244,"UC Capitals","Capitals","Away","Sydney Uni Flames","45",68,-23,"21","64","32","0","11","0","3","7","42","14","10","24","7","11","5","2","7","17","14","12","8","0","10","32"
"2015 / 2016",137245,"Dandenong Rangers","Rangers","Home","Melbourne Boomers","75",69,6,"23","60","38","5","10","50","24","32","75","25","9","34","8","13","7","2","3","20","25","6","3","4","15","26"
"2015 / 2016",137245,"Melbourne Boomers","Boomers","Away","Dandenong Rangers","69",75,-6,"24","61","39","8","22","36","13","16","81","26","7","33","18","20","1","3","2","25","20","8","7","0","24","24"
"2015 / 2016",137246,"Bendigo Spirit","Spirit","Home","SEQ Stars","84",79,5,"30","69","43","4","14","28","20","22","90","29","13","42","19","14","6","10","7","19","19","8","10","2","11","40"
"2015 / 2016",137246,"SEQ Stars","SEQ","Away","Bendigo Spirit","79",84,-5,"32","76","42","6","21","28","9","17","52","20","12","32","12","9","5","7","10","19","19","18","4","2","13","42"
"2015 / 2016",137247,"Townsville Fire","Fire","Home","Sydney Uni Flames","70",73,-3,"26","73","35","2","8","25","16","20","80","26","13","39","14","11","3","3","2","19","19","8","7","0","17","38"
"2015 / 2016",137247,"Sydney Uni Flames","Flames","Away","Townsville Fire","73",70,3,"26","68","38","2","12","16","19","23","82","29","10","39","13","12","6","2","3","19","19","13","11","0","15","32"
"2015 / 2016",137248,"Adelaide Lightning","Lightning","Home","Perth Lynx","52",65,-13,"18","71","25","3","21","14","13","20","65","25","15","40","12","16","10","0","5","15","19","9","4","0","20","22"
"2015 / 2016",137248,"Perth Lynx","Lynx","Away","Adelaide Lightning","65",52,13,"26","67","38","7","26","26","6","10","60","32","10","42","22","19","5","4","0","19","15","11","8","0","13","30"
"2015 / 2016",137249,"Melbourne Boomers","Boomers","Home","SEQ Stars","64",76,-12,"23","56","41","5","16","31","13","16","81","23","10","33","16","25","4","8","1","16","19","9","9","6","4","26"
"2015 / 2016",137249,"SEQ Stars","SEQ","Away","Melbourne Boomers","76",64,12,"27","70","38","8","15","53","14","16","87","20","11","31","18","16","10","1","8","19","16","20","12","12","28","28"
"2015 / 2016",137250,"Perth Lynx","Lynx","Home","Dandenong Rangers","83",66,17,"33","74","44","7","21","33","10","10","100","18","14","32","17","16","8","8","2","11","12","15","10","2","29","32"
"2015 / 2016",137250,"Dandenong Rangers","Rangers","Away","Perth Lynx","66",83,-17,"27","78","34","4","17","23","8","10","80","18","22","40","13","18","4","2","8","12","11","9","13","0","25","34"
"2015 / 2016",137251,"Sydney Uni Flames","Flames","Home","Adelaide Lightning","84",79,5,"29","59","49","8","16","50","18","19","94","24","7","31","15","16","2","5","3","13","21","21","9","0","23","22"
"2015 / 2016",137251,"Adelaide Lightning","Lightning","Away","Sydney Uni Flames","79",84,-5,"30","68","44","8","19","42","11","15","73","19","11","30","16","14","8","3","5","21","13","20","12","0","13","28"
"2015 / 2016",137252,"SEQ Stars","SEQ","Home","Melbourne Boomers","78",62,16,"28","70","40","6","22","27","16","19","84","28","13","41","10","12","7","4","5","13","18","15","5","2","27","34"
"2015 / 2016",137252,"Melbourne Boomers","Boomers","Away","SEQ Stars","62",78,-16,"24","61","39","6","15","40","8","10","80","26","7","33","9","19","3","5","4","19","13","2","5","2","4","18"
"2015 / 2016",137253,"UC Capitals","Capitals","Home","Adelaide Lightning","71",78,-7,"23","68","33","5","22","22","20","22","90","18","12","30","13","10","7","9","0","18","24","13","7","2","29","34"
"2015 / 2016",137253,"Adelaide Lightning","Lightning","Away","UC Capitals","78",71,7,"29","74","39","5","10","50","15","18","83","33","19","52","11","16","3","0","9","24","18","8","13","0","37","32"
"2015 / 2016",137254,"Bendigo Spirit","Spirit","Home","Perth Lynx","73",86,-13,"25","68","36","9","24","37","14","18","77","19","16","35","16","20","8","3","6","23","17","18","13","7","10","28"
"2015 / 2016",137254,"Perth Lynx","Lynx","Away","Bendigo Spirit","86",73,13,"29","62","46","11","24","45","17","20","85","17","10","27","17","15","12","6","3","17","23","21","5","2","27","20"
"2015 / 2016",137255,"Townsville Fire","Fire","Home","Melbourne Boomers","85",57,28,"30","72","41","4","13","30","21","24","87","32","19","51","17","20","7","2","8","14","17","13","14","0","33","38"
"2015 / 2016",137255,"Melbourne Boomers","Boomers","Away","Townsville Fire","57",85,-28,"24","72","33","3","20","15","6","7","85","17","10","27","14","14","7","8","2","17","14","13","8","0","9","30"
"2015 / 2016",137256,"Perth Lynx","Lynx","Home","Adelaide Lightning","93",85,8,"36","66","54","9","25","36","12","17","70","24","11","35","17","21","12","5","1","13","19","19","12","2","25","40"
"2015 / 2016",137256,"Adelaide Lightning","Lightning","Away","Perth Lynx","85",93,-8,"33","64","51","7","16","43","12","15","80","18","4","22","24","19","14","1","5","19","13","21","2","0","23","42"
"2015 / 2016",137257,"SEQ Stars","SEQ","Home","Townsville Fire","85",88,-3,"34","77","44","11","21","52","6","8","75","22","11","33","14","11","7","3","6","22","12","16","10","6","34","38"
"2015 / 2016",137257,"Townsville Fire","Fire","Away","SEQ Stars","88",85,3,"35","67","52","2","10","20","16","19","84","30","7","37","12","19","5","6","3","12","21","8","7","2","15","46"
"2015 / 2016",137258,"Sydney Uni Flames","Flames","Home","SEQ Stars","94",69,25,"34","62","54","8","20","40","18","19","94","36","2","38","21","18","5","5","2","17","22","18","0","0","15","28"
"2015 / 2016",137258,"SEQ Stars","SEQ","Away","Sydney Uni Flames","69",94,-25,"26","76","34","4","21","19","13","17","76","16","11","27","11","15","7","2","5","22","17","6","8","0","17","36"
"2015 / 2016",137259,"Melbourne Boomers","Boomers","Home","Bendigo Spirit","78",58,20,"27","59","45","9","19","47","15","17","88","29","11","40","17","14","6","3","3","17","16","11","14","0","3","20"
"2015 / 2016",137259,"Bendigo Spirit","Spirit","Away","Melbourne Boomers","58",78,-20,"22","63","34","6","18","33","8","13","61","16","12","28","17","12","4","3","3","16","17","9","9","0","12","28"
"2015 / 2016",137260,"Bendigo Spirit","Spirit","Home","Dandenong Rangers","63",49,14,"22","63","34","6","18","33","13","16","81","23","12","35","17","20","8","3","4","12","18","13","5","7","9","22"
"2015 / 2016",137260,"Dandenong Rangers","Rangers","Away","Bendigo Spirit","49",63,-14,"20","58","34","0","6","0","9","11","81","25","12","37","4","22","11","4","3","18","12","10","4","5","6","24"
"2015 / 2016",137261,"UC Capitals","Capitals","Home","Townsville Fire","66",84,-18,"25","64","39","3","17","17","13","17","76","17","6","23","10","16","8","0","3","22","18","14","4","0","16","36"
"2015 / 2016",137261,"Townsville Fire","Fire","Away","UC Capitals","84",66,18,"28","63","44","3","13","23","25","30","83","25","13","38","17","15","9","3","0","19","22","15","9","4","16","42"
"2015 / 2016",137262,"Dandenong Rangers","Rangers","Home","Sydney Uni Flames","85",65,20,"33","68","48","5","13","38","14","17","82","22","8","30","23","10","7","2","2","16","17","18","6","10","21","38"
"2015 / 2016",137262,"Sydney Uni Flames","Flames","Away","Dandenong Rangers","65",85,-20,"24","58","41","2","18","11","15","16","93","21","7","28","5","18","4","2","2","17","16","8","8","11","20","44"
"2015 / 2016",137263,"Townsville Fire","Fire","Home","Perth Lynx","91",81,10,"35","68","51","7","21","33","14","18","77","29","9","38","16","13","5","2","2","12","15","15","4","10","14","46"
"2015 / 2016",137263,"Perth Lynx","Lynx","Away","Townsville Fire","81",91,-10,"31","77","40","11","28","39","8","9","88","17","11","28","11","11","4","2","2","15","12","17","7","4","6","26"
"2015 / 2016",137264,"UC Capitals","Capitals","Home","Melbourne Boomers","61",66,-5,"21","43","48","3","11","27","16","26","61","19","5","24","8","19","4","0","1","21","18","4","6","0","9","24"
"2015 / 2016",137264,"Melbourne Boomers","Boomers","Away","UC Capitals","66",61,5,"26","50","52","5","10","50","9","16","56","18","6","24","9","12","8","1","0","20","20","13","6","0","27","28"
"2015 / 2016",137265,"Adelaide Lightning","Lightning","Home","Bendigo Spirit","73",89,-16,"28","75","37","4","13","30","13","21","61","17","15","32","15","14","7","3","6","19","16","10","10","0","22","36"
"2015 / 2016",137265,"Bendigo Spirit","Spirit","Away","Adelaide Lightning","89",73,16,"33","60","55","10","22","45","13","16","81","26","9","35","20","16","8","6","3","16","19","18","14","6","15","32"
"2015 / 2016",137266,"SEQ Stars","SEQ","Home","Perth Lynx","64",85,-21,"26","70","37","6","20","30","6","10","60","16","11","27","7","16","7","3","4","13","12","16","12","0","5","34"
"2015 / 2016",137266,"Perth Lynx","Lynx","Away","SEQ Stars","85",64,21,"33","67","49","7","21","33","12","14","85","28","15","43","14","20","4","4","3","12","13","19","17","2","10","40"
"2015 / 2016",137267,"UC Capitals","Capitals","Home","Sydney Uni Flames","76",82,-6,"26","62","41","6","21","28","18","24","75","18","5","23","11","13","8","1","1","24","23","14","0","8","19","34"
"2015 / 2016",137267,"Sydney Uni Flames","Flames","Away","UC Capitals","82",76,6,"27","55","49","4","11","36","24","29","82","26","8","34","12","21","5","1","1","23","24","15","4","0","17","28"
"2015 / 2016",137268,"Sydney Uni Flames","Flames","Home","Adelaide Lightning","67",94,-27,"27","61","44","2","13","15","11","13","84","18","5","23","16","11","3","1","5","19","17","11","6","0","12","30"
"2015 / 2016",137268,"Adelaide Lightning","Lightning","Away","Sydney Uni Flames","94",67,27,"37","67","55","6","16","37","14","15","93","26","9","35","20","11","5","5","1","17","19","12","6","0","10","48"
"2015 / 2016",137269,"Townsville Fire","Fire","Home","Bendigo Spirit","68",84,-16,"26","63","41","6","19","31","10","13","76","23","8","31","15","19","6","4","3","17","12","7","9","5","12","28"
"2015 / 2016",137269,"Bendigo Spirit","Spirit","Away","Townsville Fire","84",68,16,"28","65","43","12","25","48","16","20","80","25","12","37","18","16","3","3","4","12","17","9","8","8","7","28"
"2015 / 2016",137270,"Dandenong Rangers","Rangers","Home","Perth Lynx","65",63,2,"26","69","37","2","14","14","11","12","91","31","10","41","11","10","4","3","5","16","16","4","2","7","10","32"
"2015 / 2016",137270,"Perth Lynx","Lynx","Away","Dandenong Rangers","63",65,-2,"23","68","33","7","22","31","10","14","71","26","9","35","16","11","3","5","3","16","16","8","4","2","18","22"
"2015 / 2016",137271,"Melbourne Boomers","Boomers","Home","Perth Lynx","73",84,-11,"28","65","43","10","22","45","7","12","58","17","13","30","13","18","2","2","1","17","15","17","9","3","9","24"
"2015 / 2016",137271,"Perth Lynx","Lynx","Away","Melbourne Boomers","84",73,11,"33","67","49","6","16","37","12","13","92","23","11","34","14","18","11","1","2","15","17","15","18","4","16","36"
"2015 / 2016",137272,"Adelaide Lightning","Lightning","Home","Dandenong Rangers","72",70,2,"27","62","43","3","14","21","15","19","78","18","8","26","15","14","13","2","1","17","18","14","6","0","12","32"
"2015 / 2016",137272,"Dandenong Rangers","Rangers","Away","Adelaide Lightning","70",72,-2,"28","61","45","6","17","35","8","10","80","24","12","36","16","21","4","1","2","18","17","14","10","0","2","28"
"2015 / 2016",137273,"SEQ Stars","SEQ","Home","Bendigo Spirit","88",97,-9,"32","63","50","7","22","31","17","27","62","21","9","30","18","13","2","7","2","19","20","26","7","0","25","40"
"2015 / 2016",137273,"Bendigo Spirit","Spirit","Away","SEQ Stars","97",88,9,"36","69","52","11","18","61","14","16","87","23","12","35","22","14","6","2","7","20","19","15","14","2","5","44"
"2015 / 2016",137274,"Perth Lynx","Lynx","Home","SEQ Stars","85",67,18,"30","80","37","10","32","31","15","22","68","34","17","51","22","8","8","8","3","18","15","16","13","2","19","32"
"2015 / 2016",137274,"SEQ Stars","SEQ","Away","Perth Lynx","67",85,-18,"22","70","31","5","21","23","18","21","85","29","14","43","13","12","4","3","8","15","18","4","15","0","13","24"
"2015 / 2016",137275,"Dandenong Rangers","Rangers","Home","UC Capitals","84",80,4,"32","63","50","5","15","33","15","17","88","24","14","38","14","22","5","1","1","16","18","11","15","3","10","34"
"2015 / 2016",137275,"UC Capitals","Capitals","Away","Dandenong Rangers","80",84,-4,"29","65","44","10","27","37","12","17","70","15","13","28","14","16","5","1","1","19","16","7","6","6","15","32"
"2015 / 2016",137276,"Bendigo Spirit","Spirit","Home","Melbourne Boomers","65",70,-5,"21","69","30","7","27","25","16","19","84","22","16","38","13","17","11","6","7","22","17","15","5","4","3","20"
"2015 / 2016",137276,"Melbourne Boomers","Boomers","Away","Bendigo Spirit","70",65,5,"23","57","40","12","23","52","12","19","63","26","10","36","18","19","8","7","6","17","22","9","9","0","6","16"
"2015 / 2016",137278,"Adelaide Lightning","Lightning","Home","SEQ Stars","61",72,-11,"23","58","39","2","9","22","13","18","72","26","9","35","9","17","7","4","4","17","16","12","2","2","25","28"
"2015 / 2016",137278,"SEQ Stars","SEQ","Away","Adelaide Lightning","72",61,11,"25","65","38","10","25","40","12","12","100","24","10","34","18","14","7","4","4","16","17","10","2","0","18","20"
"2015 / 2016",137279,"Melbourne Boomers","Boomers","Home","UC Capitals","78",75,3,"32","73","43","13","28","46","1","2","50","28","7","35","20","6","3","1","3","11","11","12","5","0","19","26"
"2015 / 2016",137279,"UC Capitals","Capitals","Away","Melbourne Boomers","75",78,-3,"30","65","46","9","18","50","6","10","60","24","4","28","15","7","1","3","1","11","11","14","6","0","8","28"
"2015 / 2016",137280,"Perth Lynx","Lynx","Home","UC Capitals","88",68,20,"35","79","44","7","22","31","11","13","84","26","15","41","16","14","12","5","10","15","12","18","6","2","23","48"
"2015 / 2016",137280,"UC Capitals","Capitals","Away","Perth Lynx","68",88,-20,"26","62","41","8","21","38","8","10","80","23","7","30","12","22","7","10","5","12","15","15","3","4","24","26"
"2015 / 2016",137281,"Bendigo Spirit","Spirit","Home","Sydney Uni Flames","64",67,-3,"21","60","35","6","20","30","16","18","88","24","11","35","8","12","4","5","4","23","14","9","4","2","2","20"
"2015 / 2016",137281,"Sydney Uni Flames","Flames","Away","Bendigo Spirit","67",64,3,"25","69","36","7","12","58","10","14","71","23","18","41","8","13","2","4","5","15","23","3","6","0","15","24"
"2015 / 2016",137282,"Dandenong Rangers","Rangers","Home","Melbourne Boomers","76",70,6,"30","64","46","2","8","25","14","17","82","21","11","32","7","12","4","2","1","11","19","12","14","3","7","36"
"2015 / 2016",137282,"Melbourne Boomers","Boomers","Away","Dandenong Rangers","70",76,-6,"29","60","48","7","19","36","5","8","62","22","7","29","11","15","4","1","2","19","11","6","9","3","9","26"
"2015 / 2016",137283,"SEQ Stars","SEQ","Home","Townsville Fire","95",75,20,"38","78","48","9","21","42","10","11","90","25","11","36","18","9","4","5","4","16","10","24","11","0","16","28"
"2015 / 2016",137283,"Townsville Fire","Fire","Away","SEQ Stars","75",95,-20,"25","63","39","2","14","14","23","23","100","23","7","30","15","17","3","4","5","10","16","4","8","0","9","34"
"2015 / 2016",137284,"Adelaide Lightning","Lightning","Home","UC Capitals","75",68,7,"27","70","38","5","16","31","16","25","64","29","15","44","20","16","7","1","3","24","18","7","12","0","18","30"
"2015 / 2016",137284,"UC Capitals","Capitals","Away","Adelaide Lightning","68",75,-7,"22","58","37","2","16","12","22","28","78","28","7","35","9","17","6","3","1","18","24","12","4","0","10","34"
"2015 / 2016",137285,"Melbourne Boomers","Boomers","Home","Sydney Uni Flames","62",65,-3,"21","58","36","8","24","33","12","15","80","18","17","35","13","21","9","4","0","20","15","13","19","0","11","12"
"2015 / 2016",137285,"Sydney Uni Flames","Flames","Away","Melbourne Boomers","65",62,3,"26","56","46","5","15","33","8","12","66","14","5","19","14","15","6","0","3","15","20","14","5","6","11","24"
"2015 / 2016",137286,"Townsville Fire","Fire","Home","Dandenong Rangers","70",61,9,"25","67","37","10","24","41","10","14","71","28","10","38","20","14","0","4","3","12","12","9","4","0","8","24"
"2015 / 2016",137286,"Dandenong Rangers","Rangers","Away","Townsville Fire","61",70,-9,"25","70","35","2","14","14","9","12","75","25","9","34","7","10","4","3","4","12","12","16","11","0","9","28"
"2015 / 2016",137287,"Perth Lynx","Lynx","Home","Townsville Fire","71",77,-6,"28","76","36","6","25","24","9","11","81","21","15","36","11","14","11","0","7","14","12","15","13","0","10","32"
"2015 / 2016",137287,"Townsville Fire","Fire","Away","Perth Lynx","77",71,6,"31","56","55","9","17","52","6","9","66","25","3","28","19","20","5","7","0","12","14","13","2","0","21","36"
"2015 / 2016",137288,"Sydney Uni Flames","Flames","Home","Melbourne Boomers","86",78,8,"31","60","51","10","22","45","14","16","87","21","8","29","19","15","7","4","2","16","18","18","10","0","24","24"
"2015 / 2016",137288,"Melbourne Boomers","Boomers","Away","Sydney Uni Flames","78",86,-8,"26","59","44","11","24","45","15","19","78","16","11","27","15","18","6","2","4","18","16","9","2","0","31","26"
"2015 / 2016",137289,"Bendigo Spirit","Spirit","Home","UC Capitals","78",68,10,"31","68","45","6","19","31","10","12","83","26","8","34","20","11","8","2","4","15","12","9","2","2","8","42"
"2015 / 2016",137289,"UC Capitals","Capitals","Away","Bendigo Spirit","68",78,-10,"24","60","40","3","13","23","17","19","89","25","6","31","10","13","4","4","2","12","15","7","4","1","7","36"
"2015 / 2016",137290,"SEQ Stars","SEQ","Home","Dandenong Rangers","66",72,-6,"23","76","30","4","22","18","16","18","88","28","18","46","9","10","5","4","4","20","17","5","7","0","16","26"
"2015 / 2016",137290,"Dandenong Rangers","Rangers","Away","SEQ Stars","72",66,6,"25","61","40","4","9","44","18","23","78","28","4","32","11","11","4","4","4","17","20","4","4","0","13","30"
"2015 / 2016",137291,"Adelaide Lightning","Lightning","Home","Townsville Fire","60",88,-28,"22","63","34","6","15","40","10","20","50","15","15","30","10","15","5","2","7","21","13","11","17","0","12","22"
"2015 / 2016",137291,"Townsville Fire","Fire","Away","Adelaide Lightning","88",60,28,"33","67","49","8","26","30","14","24","58","27","17","44","22","11","6","7","2","13","21","11","10","0","21","40"
"2015 / 2016",137292,"Sydney Uni Flames","Flames","Home","Perth Lynx","83",73,10,"28","63","44","6","19","31","21","21","100","25","9","34","18","13","5","8","2","16","19","13","8","0","22","28"
